time_local,issue_date,horizon_h,plant_p50,plant_p10,plant_p90,plant_mean,T1_p50,T1_p10,T1_p90,T1_mean,T2_p50,T2_p10,T2_p90,T2_mean
2026-02-22 04:00:00,2026-02-21,18.0,0.0422,0.0,0.1574,0.0813,0.033,0.001,0.1628,0.0746,0.0459,0.0,0.1055,0.0676
2026-02-22 05:00:00,2026-02-21,19.0,0.0296,0.0,0.1752,0.0731,0.0213,0.0009,0.1367,0.043,0.0194,0.0,0.1322,0.0539
2026-02-22 06:00:00,2026-02-21,20.0,0.0162,0.0,0.1982,0.073,0.0226,0.001,0.2168,0.0545,0.0186,0.0,0.1402,0.0817
2026-02-22 07:00:00,2026-02-21,21.0,0.0349,0.0,0.1239,0.0782,0.0283,0.0011,0.1498,0.0454,0.0393,0.0,0.1013,0.0604
2026-02-22 08:00:00,2026-02-21,22.0,0.0687,0.0,0.182,0.1124,0.0581,0.0011,0.1906,0.0834,0.0608,0.0,0.194,0.0898
2026-02-22 09:00:00,2026-02-21,23.0,0.0781,0.0,0.4083,0.1501,0.0933,0.0,0.346,0.1521,0.0833,0.0,0.3572,0.117
2026-02-22 10:00:00,2026-02-21,24.0,0.2629,0.0143,0.845,0.4229,0.2626,0.008,0.7652,0.451,0.2678,0.0105,0.7689,0.3579
2026-02-22 11:00:00,2026-02-21,25.0,0.5376,0.0884,0.9685,0.6269,0.4477,0.0882,0.93,0.6284,0.5534,0.0896,1.0,0.6485
2026-02-22 12:00:00,2026-02-21,26.0,0.8475,0.2851,1.0,0.8313,0.7904,0.2547,1.0,0.8198,0.825,0.3019,1.0,0.809
2026-02-22 13:00:00,2026-02-21,27.0,0.9209,0.4166,1.0,0.8639,0.8936,0.4214,1.0,0.8858,0.9264,0.4306,1.0,0.872
2026-02-22 14:00:00,2026-02-21,28.0,0.9554,0.5378,1.0,0.8909,0.9545,0.5859,0.9953,0.9166,0.9613,0.6045,0.988,0.8976
2026-02-22 15:00:00,2026-02-21,29.0,0.9723,0.6357,0.9954,0.9287,0.9858,0.6431,0.9965,0.9441,0.9712,0.676,0.9886,0.9325
2026-02-22 16:00:00,2026-02-21,30.0,0.9769,0.5826,0.9989,0.9173,0.9821,0.5816,0.9993,0.9349,0.9646,0.5925,0.9864,0.9078
2026-02-22 17:00:00,2026-02-21,31.0,0.9387,0.494,0.9914,0.8689,0.9435,0.527,0.9941,0.8721,0.9349,0.5057,0.9837,0.8755
2026-02-22 18:00:00,2026-02-21,32.0,0.839,0.3612,1.0,0.8207,0.8286,0.3845,0.9966,0.8393,0.813,0.3383,0.9835,0.812
2026-02-22 19:00:00,2026-02-21,33.0,0.59,0.1507,0.9932,0.6168,0.601,0.1715,0.9422,0.6674,0.5482,0.1472,0.999,0.6037
2026-02-22 20:00:00,2026-02-21,34.0,0.4262,0.03,0.8837,0.5438,0.4622,0.0905,0.8618,0.5589,0.4108,0.0456,0.8383,0.5211
2026-02-22 21:00:00,2026-02-21,35.0,0.3558,0.004,0.837,0.4519,0.3591,0.0169,0.7674,0.4298,0.3466,0.02,0.7516,0.4065
2026-02-22 22:00:00,2026-02-21,36.0,0.2966,0.0,0.6877,0.3415,0.2895,0.0109,0.6225,0.3446,0.2754,0.0034,0.6249,0.3437
2026-02-22 23:00:00,2026-02-21,37.0,0.2102,0.0,0.643,0.266,0.2258,0.0024,0.6067,0.2774,0.185,0.0001,0.6071,0.2317
2026-02-23 00:00:00,2026-02-22,14.0,0.0896,0.0,0.3646,0.1434,0.0893,0.0,0.3248,0.1167,0.0794,0.0,0.3171,0.1316
2026-02-23 01:00:00,2026-02-22,15.0,0.0584,0.0,0.3171,0.1238,0.0501,0.0009,0.2453,0.1035,0.0533,0.0,0.2898,0.0986
2026-02-23 02:00:00,2026-02-22,16.0,0.0414,0.0,0.247,0.1116,0.0434,0.0009,0.1957,0.0817,0.0503,0.0,0.1905,0.0743
2026-02-23 03:00:00,2026-02-22,17.0,0.0268,0.0,0.2032,0.0837,0.0261,0.0003,0.1529,0.0674,0.031,0.0,0.1375,0.0573
2026-02-23 04:00:00,2026-02-22,18.0,0.025,0.0,0.188,0.0845,0.0146,0.0,0.1563,0.0691,0.0193,0.0,0.1515,0.0648
2026-02-23 05:00:00,2026-02-22,19.0,0.0263,0.0,0.1734,0.0821,0.0181,0.0,0.1509,0.0682,0.0136,0.0,0.1307,0.066
2026-02-23 06:00:00,2026-02-22,20.0,0.0189,0.0,0.2837,0.0715,0.018,0.0,0.1894,0.0654,0.0177,0.0,0.2028,0.0697
2026-02-23 07:00:00,2026-02-22,21.0,0.0299,0.0,0.196,0.0779,0.0292,0.0,0.1159,0.0643,0.0253,0.0,0.1258,0.0663
2026-02-23 08:00:00,2026-02-22,22.0,0.0463,0.0,0.226,0.0909,0.0398,0.0,0.1295,0.0707,0.0508,0.0,0.1257,0.0657
2026-02-23 09:00:00,2026-02-22,23.0,0.0424,0.0,0.2493,0.0999,0.0336,0.0,0.1856,0.0831,0.0532,0.0,0.2121,0.0812
2026-02-23 10:00:00,2026-02-22,24.0,0.0514,0.0,0.2193,0.1091,0.0356,0.0002,0.221,0.1012,0.0521,0.0,0.2335,0.092
2026-02-23 11:00:00,2026-02-22,25.0,0.0759,0.0,0.4111,0.1806,0.0802,0.0008,0.3731,0.1737,0.0972,0.0,0.4182,0.191
2026-02-23 12:00:00,2026-02-22,26.0,0.218,0.0004,0.6313,0.3151,0.2005,0.0051,0.5786,0.248,0.2449,0.0048,0.6277,0.2466
2026-02-23 13:00:00,2026-02-22,27.0,0.3035,0.0059,0.7581,0.3837,0.2961,0.0175,0.7326,0.3589,0.3439,0.014,0.7711,0.3333
2026-02-23 14:00:00,2026-02-22,28.0,0.4278,0.0556,0.8712,0.5218,0.4469,0.0533,0.8569,0.4774,0.4602,0.0643,0.9021,0.4655
2026-02-23 15:00:00,2026-02-22,29.0,0.5402,0.0993,0.9403,0.586,0.5148,0.0922,0.9388,0.5716,0.5798,0.1207,0.9472,0.5594
2026-02-23 16:00:00,2026-02-22,30.0,0.6484,0.1877,0.9705,0.6285,0.6643,0.1758,0.9712,0.6337,0.6606,0.1905,1.0,0.6439
2026-02-23 17:00:00,2026-02-22,31.0,0.826,0.2753,0.9839,0.7261,0.826,0.3056,1.0,0.7469,0.8275,0.3157,0.9922,0.7335
2026-02-23 18:00:00,2026-02-22,32.0,0.9248,0.4082,0.9877,0.8431,0.8779,0.4835,1.0,0.8353,0.9115,0.4621,0.9842,0.8368
2026-02-23 19:00:00,2026-02-22,33.0,0.9287,0.5009,0.9915,0.8399,0.9122,0.4982,1.0,0.8512,0.9195,0.5126,0.983,0.8313
2026-02-23 20:00:00,2026-02-22,34.0,0.9371,0.5228,0.9948,0.858,0.9484,0.4843,1.0,0.8643,0.9332,0.4953,0.9875,0.8527
2026-02-23 21:00:00,2026-02-22,35.0,0.9523,0.5854,0.9986,0.8642,0.9691,0.5596,1.0,0.8844,0.9351,0.5858,0.9848,0.8584
2026-02-23 22:00:00,2026-02-22,36.0,0.9566,0.641,0.9929,0.8767,0.9675,0.6314,1.0,0.8733,0.9431,0.6103,0.9843,0.8467
2026-02-23 23:00:00,2026-02-22,37.0,0.9565,0.7147,0.9962,0.8863,0.9687,0.6937,0.9964,0.9049,0.9507,0.6968,0.9872,0.8725
2026-02-24 00:00:00,2026-02-23,14.0,0.9569,0.682,0.9982,0.8756,0.9629,0.6471,1.0,0.8941,0.9478,0.6326,0.9934,0.8677
2026-02-24 01:00:00,2026-02-23,15.0,0.9551,0.6297,1.0,0.8658,0.9638,0.6317,1.0,0.8778,0.9429,0.6075,0.9928,0.856
2026-02-24 02:00:00,2026-02-23,16.0,0.9536,0.5373,0.9983,0.8449,0.9332,0.569,0.9991,0.8431,0.9405,0.5822,0.9894,0.8228
2026-02-24 03:00:00,2026-02-23,17.0,0.894,0.4467,0.9969,0.8186,0.9084,0.4784,0.9969,0.842,0.9117,0.4606,0.983,0.7986
2026-02-24 04:00:00,2026-02-23,18.0,0.8522,0.4251,0.9868,0.77,0.8464,0.4372,0.9859,0.7898,0.847,0.4145,0.9751,0.7654
2026-02-24 05:00:00,2026-02-23,19.0,0.7875,0.3921,0.977,0.735,0.811,0.417,0.9779,0.7095,0.8292,0.3412,0.9704,0.7171
2026-02-24 06:00:00,2026-02-23,20.0,0.6873,0.3294,0.9574,0.6356,0.6933,0.3509,0.9672,0.6145,0.7103,0.3218,0.9495,0.619
2026-02-24 07:00:00,2026-02-23,21.0,0.6424,0.2676,0.9451,0.5883,0.6383,0.2799,0.9417,0.5482,0.6427,0.2537,0.9356,0.5619
2026-02-24 08:00:00,2026-02-23,22.0,0.6257,0.1914,0.9279,0.5742,0.6302,0.2024,0.9356,0.5358,0.6276,0.1934,0.9238,0.5472
2026-02-24 09:00:00,2026-02-23,23.0,0.6035,0.1963,0.9402,0.5729,0.6318,0.2,0.9373,0.5444,0.6222,0.1922,0.9204,0.5736
2026-02-24 10:00:00,2026-02-23,24.0,0.6005,0.1922,0.9386,0.5488,0.6164,0.1956,0.932,0.5491,0.631,0.1893,0.9149,0.5682
2026-02-24 11:00:00,2026-02-23,25.0,0.5965,0.2171,0.926,0.5312,0.6379,0.2379,0.9384,0.5716,0.6238,0.2334,0.9212,0.5571
2026-02-24 12:00:00,2026-02-23,26.0,0.6006,0.2037,0.9234,0.5355,0.606,0.2123,0.9202,0.5704,0.6253,0.1902,0.907,0.5379
2026-02-24 13:00:00,2026-02-23,27.0,0.5931,0.1644,0.9032,0.5231,0.5883,0.1924,0.9098,0.56,0.6196,0.1621,0.9045,0.5187
2026-02-24 14:00:00,2026-02-23,28.0,0.5988,0.1541,0.8987,0.5095,0.5861,0.1579,0.9258,0.5444,0.6015,0.1247,0.8991,0.5143
2026-02-24 15:00:00,2026-02-23,29.0,0.5583,0.1068,0.884,0.5086,0.5487,0.1228,0.9126,0.5099,0.5534,0.0765,0.8794,0.4837
2026-02-24 16:00:00,2026-02-23,30.0,0.5103,0.0776,0.8435,0.4609,0.4939,0.101,0.8848,0.4648,0.506,0.055,0.8605,0.4583
2026-02-24 17:00:00,2026-02-23,31.0,0.4027,0.0331,0.8117,0.4277,0.4091,0.0412,0.8352,0.4262,0.3968,0.0339,0.8286,0.4238
2026-02-24 18:00:00,2026-02-23,32.0,0.3222,0.0198,0.7158,0.2766,0.2752,0.0108,0.7187,0.3026,0.3252,0.0122,0.7449,0.3689
2026-02-24 19:00:00,2026-02-23,33.0,0.331,0.0084,0.7215,0.3304,0.2903,0.0051,0.7253,0.3364,0.2813,0.0049,0.7298,0.3408
2026-02-24 20:00:00,2026-02-23,34.0,0.1837,0.0,0.614,0.2287,0.1551,0.0051,0.5982,0.2061,0.1807,0.002,0.5891,0.2167
2026-02-24 21:00:00,2026-02-23,35.0,0.1191,0.0,0.4582,0.1425,0.1116,0.0002,0.5199,0.1387,0.11,0.0,0.4549,0.1452
2026-02-24 22:00:00,2026-02-23,36.0,0.0457,0.0,0.3101,0.1036,0.0696,0.0005,0.3392,0.0897,0.0534,0.0,0.3369,0.1187
2026-02-24 23:00:00,2026-02-23,37.0,0.0181,0.0,0.2292,0.0775,0.0202,0.0,0.2477,0.0684,0.0272,0.0,0.255,0.081
2026-02-25 00:00:00,2026-02-24,14.0,0.0111,0.0,0.0714,0.0331,0.0098,0.0,0.1072,0.027,0.0145,0.0,0.0787,0.0361
2026-02-25 01:00:00,2026-02-24,15.0,0.0094,0.0,0.0411,0.034,0.0099,0.0,0.0284,0.0293,0.012,0.0,0.0356,0.0321
2026-02-25 02:00:00,2026-02-24,16.0,0.0094,0.0,0.0858,0.0309,0.0109,0.0,0.0483,0.0323,0.0126,0.0,0.0572,0.0357
2026-02-25 03:00:00,2026-02-24,17.0,0.032,0.0,0.1526,0.0515,0.014,0.0,0.1017,0.0556,0.0222,0.0,0.1587,0.0738
2026-02-25 04:00:00,2026-02-24,18.0,0.0164,0.0,0.1561,0.0481,0.0229,0.0,0.1406,0.0596,0.0179,0.0,0.1442,0.0487
2026-02-25 05:00:00,2026-02-24,19.0,0.0249,0.0,0.2531,0.0588,0.025,0.0,0.2142,0.0649,0.0352,0.0,0.2062,0.0808
2026-02-25 06:00:00,2026-02-24,20.0,0.0691,0.0,0.2514,0.0909,0.0821,0.0,0.2738,0.1162,0.0725,0.0,0.2521,0.1091
2026-02-25 07:00:00,2026-02-24,21.0,0.0802,0.0,0.364,0.1211,0.0591,0.0,0.4336,0.1465,0.0807,0.0,0.3632,0.1348
2026-02-25 08:00:00,2026-02-24,22.0,0.0856,0.0,0.4351,0.117,0.0891,0.0016,0.5233,0.129,0.0689,0.0,0.4768,0.1122
2026-02-25 09:00:00,2026-02-24,23.0,0.1371,0.0,0.6444,0.1635,0.1583,0.0,0.6327,0.216,0.1559,0.0,0.6619,0.1673
2026-02-25 10:00:00,2026-02-24,24.0,0.136,0.0074,0.7329,0.1936,0.1687,0.0063,0.7014,0.2316,0.1756,0.0,0.7378,0.2159
2026-02-25 11:00:00,2026-02-24,25.0,0.1923,0.0023,0.6814,0.2256,0.1775,0.0173,0.6678,0.2911,0.2054,0.0153,0.7034,0.2698
2026-02-25 12:00:00,2026-02-24,26.0,0.2567,0.0087,0.7013,0.2989,0.2171,0.0232,0.7072,0.332,0.2849,0.0217,0.7832,0.3189
2026-02-25 13:00:00,2026-02-24,27.0,0.2456,0.0,0.6638,0.324,0.2158,0.014,0.7094,0.3549,0.2696,0.014,0.7576,0.3784
2026-02-25 14:00:00,2026-02-24,28.0,0.2515,0.0015,0.6798,0.2974,0.1863,0.02,0.6795,0.3364,0.2684,0.0157,0.7317,0.325
2026-02-25 15:00:00,2026-02-24,29.0,0.2376,0.0019,0.6678,0.3137,0.2112,0.0162,0.6656,0.3739,0.261,0.0132,0.7314,0.3328
2026-02-25 16:00:00,2026-02-24,30.0,0.2316,0.0,0.6358,0.303,0.1913,0.0148,0.6204,0.3127,0.2405,0.0065,0.6756,0.3006
2026-02-25 17:00:00,2026-02-24,31.0,0.145,0.0,0.5491,0.2027,0.1081,0.0019,0.5006,0.1919,0.1474,0.0,0.5813,0.187
2026-02-25 18:00:00,2026-02-24,32.0,0.1327,0.0,0.4144,0.1523,0.116,0.0018,0.411,0.1787,0.1315,0.0,0.3909,0.156
2026-02-25 19:00:00,2026-02-24,33.0,0.1707,0.0,0.4956,0.233,0.1657,0.0026,0.5421,0.246,0.1679,0.0,0.5052,0.2453
2026-02-25 20:00:00,2026-02-24,34.0,0.1665,0.0,0.5186,0.2754,0.1546,0.0028,0.6675,0.2869,0.1846,0.0,0.5093,0.3001
2026-02-25 21:00:00,2026-02-24,35.0,0.3557,0.0182,0.6876,0.3371,0.2879,0.0278,0.7017,0.3621,0.3096,0.0117,0.6718,0.3462
2026-02-25 22:00:00,2026-02-24,36.0,0.5415,0.11,0.9347,0.633,0.5707,0.1223,0.9669,0.6569,0.5241,0.1271,0.9166,0.6083
2026-02-25 23:00:00,2026-02-24,37.0,0.8046,0.1677,0.9994,0.7765,0.7948,0.231,0.994,0.8291,0.7705,0.1791,0.9613,0.7623
2026-02-26 00:00:00,2026-02-25,14.0,0.6565,0.1836,0.9945,0.6496,0.6612,0.2411,1.0,0.6842,0.6516,0.1935,0.9813,0.6529
2026-02-26 01:00:00,2026-02-25,15.0,0.8193,0.2909,0.9902,0.7761,0.8114,0.3487,0.9915,0.7961,0.812,0.3248,0.9879,0.7855
2026-02-26 02:00:00,2026-02-25,16.0,0.9006,0.3976,1.0,0.8477,0.9149,0.4427,1.0,0.8572,0.911,0.3796,0.9964,0.8242
2026-02-26 03:00:00,2026-02-25,17.0,0.9378,0.4341,0.9907,0.859,0.9147,0.5024,0.9809,0.8718,0.9286,0.4364,0.9885,0.8513
2026-02-26 04:00:00,2026-02-25,18.0,0.8442,0.3474,0.9867,0.822,0.8293,0.3524,0.9844,0.8021,0.7883,0.334,0.9703,0.8051
2026-02-26 05:00:00,2026-02-25,19.0,0.8691,0.3298,0.9992,0.8739,0.8615,0.3706,0.986,0.8664,0.8406,0.3176,0.9703,0.8569
2026-02-26 06:00:00,2026-02-25,20.0,0.7157,0.2483,0.9882,0.7417,0.687,0.2886,0.9722,0.7031,0.7044,0.2258,0.9743,0.7206
2026-02-26 07:00:00,2026-02-25,21.0,0.8247,0.2588,0.9829,0.793,0.8065,0.2844,0.9736,0.7753,0.78,0.2354,0.9882,0.7543
2026-02-26 08:00:00,2026-02-25,22.0,0.5469,0.145,1.0,0.5488,0.5465,0.1887,0.9727,0.5536,0.5433,0.1172,0.941,0.5348
2026-02-26 09:00:00,2026-02-25,23.0,0.4318,0.0662,0.9378,0.4799,0.4474,0.0957,0.9152,0.4854,0.4483,0.0783,0.925,0.493
2026-02-26 10:00:00,2026-02-25,24.0,0.2163,0.0063,0.7566,0.3145,0.1769,0.0162,0.7019,0.3042,0.2377,0.0051,0.7713,0.3153
2026-02-26 11:00:00,2026-02-25,25.0,0.4835,0.0696,0.9279,0.5052,0.3963,0.0736,0.9037,0.4855,0.452,0.0697,0.9179,0.5097
2026-02-26 12:00:00,2026-02-25,26.0,0.3726,0.0072,0.8657,0.3641,0.3364,0.0363,0.8474,0.4159,0.3877,0.034,0.8402,0.3941
2026-02-26 13:00:00,2026-02-25,27.0,0.3022,0.0083,0.8226,0.3197,0.2515,0.0107,0.7793,0.3587,0.2751,0.0241,0.7824,0.3639
2026-02-26 14:00:00,2026-02-25,28.0,0.3453,0.0004,0.7909,0.4026,0.2909,0.0098,0.8126,0.4209,0.3626,0.0136,0.7789,0.4233
2026-02-26 15:00:00,2026-02-25,29.0,0.4705,0.0459,0.8795,0.489,0.4226,0.0472,0.8368,0.5014,0.4515,0.0453,0.8499,0.4903
2026-02-26 16:00:00,2026-02-25,30.0,0.5166,0.0601,0.8817,0.5316,0.4448,0.0566,0.8657,0.5056,0.4782,0.053,0.879,0.5373
2026-02-26 17:00:00,2026-02-25,31.0,0.6451,0.09,0.8949,0.5885,0.5605,0.1097,0.9053,0.5915,0.6104,0.1033,0.8901,0.6098
2026-02-26 18:00:00,2026-02-25,32.0,0.6079,0.1158,0.8934,0.595,0.5499,0.1161,0.898,0.5613,0.6131,0.1194,0.8812,0.5913
2026-02-26 19:00:00,2026-02-25,33.0,0.6373,0.1502,0.9283,0.5894,0.6126,0.1438,0.9542,0.5845,0.6389,0.1327,0.9197,0.607
2026-02-26 20:00:00,2026-02-25,34.0,0.7751,0.2776,0.9599,0.7332,0.7339,0.3175,1.0,0.7405,0.7744,0.3325,0.9701,0.7375
2026-02-26 21:00:00,2026-02-25,35.0,0.7982,0.3686,0.9619,0.7541,0.8054,0.3885,1.0,0.7592,0.8,0.3947,0.9687,0.7729
2026-02-26 22:00:00,2026-02-25,36.0,0.825,0.3573,0.9804,0.7562,0.8471,0.3652,0.9936,0.7657,0.8548,0.3747,0.9768,0.7536
2026-02-26 23:00:00,2026-02-25,37.0,0.8811,0.4208,0.9851,0.7851,0.885,0.4373,0.9939,0.7983,0.867,0.4075,0.9787,0.8046
2026-02-27 00:00:00,2026-02-26,14.0,0.9015,0.4519,0.9886,0.8282,0.874,0.46,0.9907,0.8313,0.8787,0.4369,0.9847,0.8389
2026-02-27 01:00:00,2026-02-26,15.0,0.8551,0.4035,0.9787,0.7687,0.8437,0.4187,0.9881,0.7852,0.8139,0.4145,0.9809,0.7688
2026-02-27 02:00:00,2026-02-26,16.0,0.8243,0.3719,0.9723,0.7066,0.8122,0.3756,0.9873,0.7614,0.7894,0.4184,0.9704,0.7128
2026-02-27 03:00:00,2026-02-26,17.0,0.864,0.3471,0.9904,0.7322,0.8103,0.3477,0.9966,0.7745,0.8114,0.3826,0.9745,0.717
2026-02-27 04:00:00,2026-02-26,18.0,0.7627,0.2936,0.9629,0.693,0.7211,0.2896,0.9581,0.7403,0.7347,0.2893,0.9486,0.702
2026-02-27 05:00:00,2026-02-26,19.0,0.6834,0.2358,0.9497,0.6594,0.6808,0.2189,0.9475,0.7158,0.7003,0.2554,0.952,0.667
2026-02-27 06:00:00,2026-02-26,20.0,0.6019,0.1687,0.9282,0.5959,0.6068,0.1671,0.9034,0.6225,0.6318,0.1593,0.9084,0.5964
2026-02-27 07:00:00,2026-02-26,21.0,0.5583,0.0824,0.8747,0.5637,0.536,0.1141,0.8686,0.5784,0.5409,0.0911,0.8737,0.5598
2026-02-27 08:00:00,2026-02-26,22.0,0.3542,0.033,0.7854,0.3843,0.3641,0.0406,0.8081,0.3851,0.3664,0.0418,0.8028,0.4097
2026-02-27 09:00:00,2026-02-26,23.0,0.2616,0.0145,0.6539,0.3183,0.2786,0.021,0.701,0.2898,0.3136,0.0182,0.6811,0.2817
2026-02-27 10:00:00,2026-02-26,24.0,0.2038,0.0,0.6005,0.2429,0.2069,0.0105,0.6487,0.2331,0.194,0.0026,0.6259,0.2325
2026-02-27 11:00:00,2026-02-26,25.0,0.1945,0.0,0.597,0.2468,0.1823,0.0021,0.5953,0.2082,0.2005,0.0022,0.6012,0.2375
2026-02-27 12:00:00,2026-02-26,26.0,0.2522,0.0,0.6003,0.2702,0.2382,0.0058,0.6235,0.2801,0.26,0.0056,0.6409,0.267
2026-02-27 13:00:00,2026-02-26,27.0,0.2821,0.0197,0.7559,0.3313,0.2938,0.0363,0.7464,0.3258,0.329,0.0239,0.7425,0.3459
2026-02-27 14:00:00,2026-02-26,28.0,0.3911,0.0743,0.899,0.4811,0.41,0.0661,0.9036,0.4257,0.4432,0.0765,0.8878,0.4876
2026-02-27 15:00:00,2026-02-26,29.0,0.5388,0.1368,0.9288,0.5393,0.5883,0.159,0.9411,0.5432,0.5974,0.1377,0.9101,0.5658
2026-02-27 16:00:00,2026-02-26,30.0,0.6666,0.1945,0.9478,0.6166,0.7036,0.2378,0.9679,0.6195,0.691,0.1997,0.937,0.6483
2026-02-27 17:00:00,2026-02-26,31.0,0.6932,0.2403,0.9453,0.6095,0.7117,0.2407,0.9534,0.6366,0.7047,0.2249,0.9452,0.6465
2026-02-27 18:00:00,2026-02-26,32.0,0.6905,0.2658,0.9453,0.6272,0.723,0.2755,0.9544,0.6448,0.7088,0.2556,0.9465,0.6527
2026-02-27 19:00:00,2026-02-26,33.0,0.6963,0.286,0.9388,0.6528,0.7157,0.2644,0.9508,0.6696,0.7243,0.2474,0.9433,0.6512
2026-02-27 20:00:00,2026-02-26,34.0,0.7087,0.256,0.9454,0.68,0.7147,0.2407,0.944,0.7104,0.6757,0.2247,0.938,0.6711
2026-02-27 21:00:00,2026-02-26,35.0,0.6444,0.2254,0.9421,0.6522,0.6477,0.2495,0.9431,0.6668,0.6335,0.2218,0.9353,0.6297
2026-02-27 22:00:00,2026-02-26,36.0,0.6349,0.2113,0.9325,0.6145,0.6257,0.2272,0.9378,0.6427,0.6275,0.201,0.9318,0.6135
2026-02-27 23:00:00,2026-02-26,37.0,0.6045,0.1676,0.926,0.5719,0.5862,0.1817,0.933,0.5885,0.5906,0.1744,0.9274,0.6055
2026-02-28 00:00:00,2026-02-27,14.0,0.5818,0.1649,0.9262,0.5562,0.5981,0.1877,0.9149,0.5799,0.617,0.1787,0.9177,0.5964
2026-02-28 01:00:00,2026-02-27,15.0,0.5953,0.1736,0.9314,0.5891,0.6189,0.1663,0.9242,0.598,0.6065,0.1883,0.9189,0.5905
2026-02-28 02:00:00,2026-02-27,16.0,0.6257,0.2163,0.9404,0.598,0.6406,0.2132,0.9228,0.6119,0.6245,0.2074,0.9287,0.6181
2026-02-28 03:00:00,2026-02-27,17.0,0.6371,0.2143,0.9431,0.636,0.6834,0.2288,0.9325,0.6434,0.6432,0.2076,0.9217,0.625
2026-02-28 04:00:00,2026-02-27,18.0,0.7017,0.2595,0.9395,0.6904,0.765,0.2743,0.9406,0.6865,0.7223,0.2456,0.9242,0.6988
2026-02-28 05:00:00,2026-02-27,19.0,0.6781,0.2662,0.9346,0.649,0.7179,0.2841,0.934,0.6431,0.7015,0.2547,0.9299,0.6491
2026-02-28 06:00:00,2026-02-27,20.0,0.6641,0.2531,0.9411,0.6152,0.6896,0.2521,0.9433,0.5832,0.6636,0.2301,0.9419,0.6304
2026-02-28 07:00:00,2026-02-27,21.0,0.6761,0.2382,0.9453,0.6425,0.7186,0.2581,0.9525,0.5897,0.6703,0.2651,0.9423,0.6433
2026-02-28 08:00:00,2026-02-27,22.0,0.7057,0.2639,0.9396,0.633,0.728,0.2879,0.9476,0.5855,0.6756,0.2922,0.9373,0.6286
2026-02-28 09:00:00,2026-02-27,23.0,0.6955,0.2663,0.9533,0.6414,0.7175,0.2759,0.9608,0.5881,0.6505,0.2802,0.9521,0.6264
2026-02-28 10:00:00,2026-02-27,24.0,0.7546,0.274,0.9475,0.6594,0.7634,0.2778,0.9537,0.635,0.756,0.2876,0.9519,0.6641
2026-02-28 11:00:00,2026-02-27,25.0,0.7278,0.2754,0.9685,0.6406,0.7559,0.2921,0.9557,0.6233,0.7486,0.2788,0.9533,0.6459
2026-02-28 12:00:00,2026-02-27,26.0,0.688,0.2948,0.955,0.6257,0.7042,0.3274,0.9624,0.5846,0.7019,0.3091,0.9523,0.6125
2026-02-28 13:00:00,2026-02-27,27.0,0.7762,0.2766,0.9631,0.6958,0.7839,0.2779,0.9788,0.6647,0.7921,0.3282,0.9662,0.6937
2026-02-28 14:00:00,2026-02-27,28.0,0.7987,0.3479,0.9644,0.7066,0.821,0.353,0.9765,0.6986,0.8103,0.3684,0.9622,0.712
2026-02-28 15:00:00,2026-02-27,29.0,0.7157,0.2977,0.9649,0.6631,0.7714,0.3213,0.977,0.6574,0.7376,0.3202,0.9699,0.6784
2026-02-28 16:00:00,2026-02-27,30.0,0.6556,0.2575,0.9575,0.6001,0.6781,0.2717,0.97,0.5638,0.6573,0.2748,0.96,0.5767
2026-02-28 17:00:00,2026-02-27,31.0,0.647,0.2534,0.9457,0.5964,0.6601,0.275,0.9651,0.5568,0.6523,0.2627,0.9522,0.5703
2026-02-28 18:00:00,2026-02-27,32.0,0.6117,0.1924,0.9289,0.5889,0.6399,0.2145,0.9599,0.547,0.6563,0.2186,0.9375,0.556
2026-02-28 19:00:00,2026-02-27,33.0,0.5561,0.128,0.9005,0.5593,0.6478,0.1675,0.9231,0.5364,0.6151,0.1232,0.8932,0.5303
2026-02-28 20:00:00,2026-02-27,34.0,0.48,0.0549,0.8146,0.5018,0.5502,0.0816,0.8437,0.4753,0.4798,0.0717,0.8251,0.457
2026-02-28 21:00:00,2026-02-27,35.0,0.3511,0.0267,0.6957,0.389,0.3368,0.0355,0.6945,0.3628,0.3278,0.0233,0.6848,0.3504
2026-02-28 22:00:00,2026-02-27,36.0,0.2511,0.0016,0.661,0.2991,0.2514,0.0063,0.6613,0.3038,0.2436,0.0104,0.6225,0.2775
2026-02-28 23:00:00,2026-02-27,37.0,0.236,0.0,0.6081,0.2705,0.2238,0.0065,0.635,0.2652,0.2255,0.0058,0.6031,0.2551
